Commune A;Commune B;Distance
NEUILLY-SUR-SEINE;IVRY-SUR-SEINE;13
NEUILLY-SUR-SEINE;MAISONS-ALFORT;19
NEUILLY-SUR-SEINE;CRETEIL;23
NEUILLY-SUR-SEINE;CERGY;24
NEUILLY-SUR-SEINE;ARGENTEUIL;5
NEUILLY-SUR-SEINE;SARCELLES;15
NEUILLY-SUR-SEINE;AJACCIO;56
NEUILLY-SUR-SEINE;MAMOUDZOU;96
CLAMART;ISSY-LES-MOULINEAUX;1
CLAMART;RUEIL-MALMAISON;9
CLAMART;ANTONY;5
CLAMART;LEVALLOIS-PERRET;7
CLAMART;BOULOGNE-BILLANCOURT;2
CLAMART;ASNIERES-SUR-SEINE;8
CLAMART;COLOMBES;8
CLAMART;COURBEVOIE;7
CLAMART;CLICHY;8
CLAMART;NANTERRE;10
CLAMART;MONTREUIL;19
CLAMART;AULNAY-SOUS-BOIS;30
CLAMART;SAINT-DENIS;14
CLAMART;NOISY-LE-GRAND;33
CLAMART;AUBERVILLIERS;15
CLAMART;PANTIN;16
CLAMART;BONDY;23
CLAMART;EPINAY-SUR-SEINE;11
CLAMART;DRANCY;22
CLAMART;LE BLANC-MESNIL;22
CLAMART;FONTENAY-SOUS-BOIS;24
CLAMART;SAINT-MAUR-DES-FOSSES;25
CLAMART;VILLEJUIF;11
CLAMART;VITRY-SUR-SEINE;14
CLAMART;CHAMPIGNY-SUR-MARNE;27
CLAMART;IVRY-SUR-SEINE;13
CLAMART;MAISONS-ALFORT;18
CLAMART;CRETEIL;22
CLAMART;CERGY;26
CLAMART;ARGENTEUIL;10
CLAMART;SARCELLES;19
CLAMART;AJACCIO;50
CLAMART;MAMOUDZOU;93
ISSY-LES-MOULINEAUX;RUEIL-MALMAISON;8
ISSY-LES-MOULINEAUX;ANTONY;6
ISSY-LES-MOULINEAUX;LEVALLOIS-PERRET;6
ISSY-LES-MOULINEAUX;BOULOGNE-BILLANCOURT;2
ISSY-LES-MOULINEAUX;ASNIERES-SUR-SEINE;7
ISSY-LES-MOULINEAUX;COLOMBES;7
ISSY-LES-MOULINEAUX;COURBEVOIE;5
ISSY-LES-MOULINEAUX;CLICHY;7
ISSY-LES-MOULINEAUX;NANTERRE;9
ISSY-LES-MOULINEAUX;MONTREUIL;18
ISSY-LES-MOULINEAUX;AULNAY-SOUS-BOIS;29
ISSY-LES-MOULINEAUX;SAINT-DENIS;13
ISSY-LES-MOULINEAUX;NOISY-LE-GRAND;33
ISSY-LES-MOULINEAUX;AUBERVILLIERS;15
ISSY-LES-MOULINEAUX;PANTIN;16
ISSY-LES-MOULINEAUX;BONDY;23
ISSY-LES-MOULINEAUX;EPINAY-SUR-SEINE;10
ISSY-LES-MOULINEAUX;DRANCY;22
ISSY-LES-MOULINEAUX;LE BLANC-MESNIL;22
ISSY-LES-MOULINEAUX;FONTENAY-SOUS-BOIS;24
ISSY-LES-MOULINEAUX;SAINT-MAUR-DES-FOSSES;25
ISSY-LES-MOULINEAUX;VILLEJUIF;11
ISSY-LES-MOULINEAUX;VITRY-SUR-SEINE;15
ISSY-LES-MOULINEAUX;CHAMPIGNY-SUR-MARNE;27
ISSY-LES-MOULINEAUX;IVRY-SUR-SEINE;12
ISSY-LES-MOULINEAUX;MAISONS-ALFORT;18
ISSY-LES-MOULINEAUX;CRETEIL;22
ISSY-LES-MOULINEAUX;CERGY;25
ISSY-LES-MOULINEAUX;ARGENTEUIL;9
ISSY-LES-MOULINEAUX;SARCELLES;19
ISSY-LES-MOULINEAUX;AJACCIO;51
ISSY-LES-MOULINEAUX;MAMOUDZOU;94
RUEIL-MALMAISON;ANTONY;14
RUEIL-MALMAISON;LEVALLOIS-PERRET;9
RUEIL-MALMAISON;BOULOGNE-BILLANCOURT;6
RUEIL-MALMAISON;ASNIERES-SUR-SEINE;9
RUEIL-MALMAISON;COLOMBES;5
RUEIL-MALMAISON;COURBEVOIE;5
RUEIL-MALMAISON;CLICHY;11
RUEIL-MALMAISON;NANTERRE;1
RUEIL-MALMAISON;MONTREUIL;25
RUEIL-MALMAISON;AULNAY-SOUS-BOIS;35
RUEIL-MALMAISON;SAINT-DENIS;17
RUEIL-MALMAISON;NOISY-LE-GRAND;40
RUEIL-MALMAISON;AUBERVILLIERS;20
RUEIL-MALMAISON;PANTIN;22
RUEIL-MALMAISON;BONDY;29
RUEIL-MALMAISON;EPINAY-SUR-SEINE;12
RUEIL-MALMAISON;DRANCY;28
RUEIL-MALMAISON;LE BLANC-MESNIL;28
RUEIL-MALMAISON;FONTENAY-SOUS-BOIS;31
RUEIL-MALMAISON;SAINT-MAUR-DES-FOSSES;33
RUEIL-MALMAISON;VILLEJUIF;19
RUEIL-MALMAISON;VITRY-SUR-SEINE;23
RUEIL-MALMAISON;CHAMPIGNY-SUR-MARNE;35
RUEIL-MALMAISON;IVRY-SUR-SEINE;20
RUEIL-MALMAISON;MAISONS-ALFORT;26
RUEIL-MALMAISON;CRETEIL;30
RUEIL-MALMAISON;CERGY;17
RUEIL-MALMAISON;ARGENTEUIL;7
RUEIL-MALMAISON;SARCELLES;22
RUEIL-MALMAISON;AJACCIO;57
RUEIL-MALMAISON;MAMOUDZOU;89
ANTONY;LEVALLOIS-PERRET;11
ANTONY;BOULOGNE-BILLANCOURT;8
ANTONY;ASNIERES-SUR-SEINE;11
ANTONY;COLOMBES;13
ANTONY;COURBEVOIE;11
ANTONY;CLICHY;11
ANTONY;NANTERRE;15
ANTONY;MONTREUIL;17
ANTONY;AULNAY-SOUS-BOIS;29
ANTONY;SAINT-DENIS;15
ANTONY;NOISY-LE-GRAND;30
ANTONY;AUBERVILLIERS;15
ANTONY;PANTIN;16
ANTONY;BONDY;22
ANTONY;EPINAY-SUR-SEINE;14
ANTONY;DRANCY;22
ANTONY;LE BLANC-MESNIL;22
ANTONY;FONTENAY-SOUS-BOIS;21
ANTONY;SAINT-MAUR-DES-FOSSES;22
ANTONY;VILLEJUIF;8
ANTONY;VITRY-SUR-SEINE;11
ANTONY;CHAMPIGNY-SUR-MARNE;24
ANTONY;IVRY-SUR-SEINE;10
ANTONY;MAISONS-ALFORT;15
ANTONY;CRETEIL;18
ANTONY;CERGY;31
ANTONY;ARGENTEUIL;15
ANTONY;SARCELLES;21
ANTONY;AJACCIO;46
ANTONY;MAMOUDZOU;95
LEVALLOIS-PERRET;BOULOGNE-BILLANCOURT;6
LEVALLOIS-PERRET;ASNIERES-SUR-SEINE;0
LEVALLOIS-PERRET;COLOMBES;3
LEVALLOIS-PERRET;COURBEVOIE;3
LEVALLOIS-PERRET;CLICHY;1
LEVALLOIS-PERRET;NANTERRE;9
LEVALLOIS-PERRET;MONTREUIL;16
LEVALLOIS-PERRET;AULNAY-SOUS-BOIS;26
LEVALLOIS-PERRET;SAINT-DENIS;8
LEVALLOIS-PERRET;NOISY-LE-GRAND;31
LEVALLOIS-PERRET;AUBERVILLIERS;11
LEVALLOIS-PERRET;PANTIN;12
LEVALLOIS-PERRET;BONDY;20
LEVALLOIS-PERRET;EPINAY-SUR-SEINE;4
LEVALLOIS-PERRET;DRANCY;18
LEVALLOIS-PERRET;LE BLANC-MESNIL;18
LEVALLOIS-PERRET;FONTENAY-SOUS-BOIS;22
LEVALLOIS-PERRET;SAINT-MAUR-DES-FOSSES;25
LEVALLOIS-PERRET;VILLEJUIF;11
LEVALLOIS-PERRET;VITRY-SUR-SEINE;15
LEVALLOIS-PERRET;CHAMPIGNY-SUR-MARNE;26
LEVALLOIS-PERRET;IVRY-SUR-SEINE;12
LEVALLOIS-PERRET;MAISONS-ALFORT;18
LEVALLOIS-PERRET;CRETEIL;22
LEVALLOIS-PERRET;CERGY;25
LEVALLOIS-PERRET;ARGENTEUIL;5
LEVALLOIS-PERRET;SARCELLES;13
LEVALLOIS-PERRET;AJACCIO;57
LEVALLOIS-PERRET;MAMOUDZOU;98
BOULOGNE-BILLANCOURT;ASNIERES-SUR-SEINE;6
BOULOGNE-BILLANCOURT;COLOMBES;5
BOULOGNE-BILLANCOURT;COURBEVOIE;4
BOULOGNE-BILLANCOURT;CLICHY;7
BOULOGNE-BILLANCOURT;NANTERRE;7
BOULOGNE-BILLANCOURT;MONTREUIL;20
BOULOGNE-BILLANCOURT;AULNAY-SOUS-BOIS;31
BOULOGNE-BILLANCOURT;SAINT-DENIS;14
BOULOGNE-BILLANCOURT;NOISY-LE-GRAND;35
BOULOGNE-BILLANCOURT;AUBERVILLIERS;16
BOULOGNE-BILLANCOURT;PANTIN;17
BOULOGNE-BILLANCOURT;BONDY;24
BOULOGNE-BILLANCOURT;EPINAY-SUR-SEINE;10
BOULOGNE-BILLANCOURT;DRANCY;23
BOULOGNE-BILLANCOURT;LE BLANC-MESNIL;23
BOULOGNE-BILLANCOURT;FONTENAY-SOUS-BOIS;25
BOULOGNE-BILLANCOURT;SAINT-MAUR-DES-FOSSES;27
BOULOGNE-BILLANCOURT;VILLEJUIF;13
BOULOGNE-BILLANCOURT;VITRY-SUR-SEINE;17
BOULOGNE-BILLANCOURT;CHAMPIGNY-SUR-MARNE;29
BOULOGNE-BILLANCOURT;IVRY-SUR-SEINE;14
BOULOGNE-BILLANCOURT;MAISONS-ALFORT;20
BOULOGNE-BILLANCOURT;CRETEIL;24
BOULOGNE-BILLANCOURT;CERGY;23
BOULOGNE-BILLANCOURT;ARGENTEUIL;8
BOULOGNE-BILLANCOURT;SARCELLES;19
BOULOGNE-BILLANCOURT;AJACCIO;53
BOULOGNE-BILLANCOURT;MAMOUDZOU;93
ASNIERES-SUR-SEINE;COLOMBES;3
ASNIERES-SUR-SEINE;COURBEVOIE;3
ASNIERES-SUR-SEINE;CLICHY;1
ASNIERES-SUR-SEINE;NANTERRE;9
ASNIERES-SUR-SEINE;MONTREUIL;16
ASNIERES-SUR-SEINE;AULNAY-SOUS-BOIS;25
ASNIERES-SUR-SEINE;SAINT-DENIS;8
ASNIERES-SUR-SEINE;NOISY-LE-GRAND;31
ASNIERES-SUR-SEINE;AUBERVILLIERS;10
ASNIERES-SUR-SEINE;PANTIN;12
ASNIERES-SUR-SEINE;BONDY;20
ASNIERES-SUR-SEINE;EPINAY-SUR-SEINE;3
ASNIERES-SUR-SEINE;DRANCY;18
ASNIERES-SUR-SEINE;LE BLANC-MESNIL;18
ASNIERES-SUR-SEINE;FONTENAY-SOUS-BOIS;22
ASNIERES-SUR-SEINE;SAINT-MAUR-DES-FOSSES;25
ASNIERES-SUR-SEINE;VILLEJUIF;12
ASNIERES-SUR-SEINE;VITRY-SUR-SEINE;16
ASNIERES-SUR-SEINE;CHAMPIGNY-SUR-MARNE;26
ASNIERES-SUR-SEINE;IVRY-SUR-SEINE;13
ASNIERES-SUR-SEINE;MAISONS-ALFORT;18
ASNIERES-SUR-SEINE;CRETEIL;22
ASNIERES-SUR-SEINE;CERGY;25
ASNIERES-SUR-SEINE;ARGENTEUIL;4
ASNIERES-SUR-SEINE;SARCELLES;12
ASNIERES-SUR-SEINE;AJACCIO;58
ASNIERES-SUR-SEINE;MAMOUDZOU;98
COLOMBES;COURBEVOIE;1
COLOMBES;CLICHY;5
COLOMBES;NANTERRE;5
COLOMBES;MONTREUIL;20
COLOMBES;AULNAY-SOUS-BOIS;29
COLOMBES;SAINT-DENIS;12
COLOMBES;NOISY-LE-GRAND;35
COLOMBES;AUBERVILLIERS;14
COLOMBES;PANTIN;16
COLOMBES;BONDY;24
COLOMBES;EPINAY-SUR-SEINE;6
COLOMBES;DRANCY;22
COLOMBES;LE BLANC-MESNIL;22
COLOMBES;FONTENAY-SOUS-BOIS;26
COLOMBES;SAINT-MAUR-DES-FOSSES;29
COLOMBES;VILLEJUIF;15
COLOMBES;VITRY-SUR-SEINE;19
COLOMBES;CHAMPIGNY-SUR-MARNE;30
COLOMBES;IVRY-SUR-SEINE;16
COLOMBES;MAISONS-ALFORT;22
COLOMBES;CRETEIL;26
COLOMBES;CERGY;21
COLOMBES;ARGENTEUIL;2
COLOMBES;SARCELLES;16
COLOMBES;AJACCIO;58
COLOMBES;MAMOUDZOU;95
COURBEVOIE;CLICHY;5
COURBEVOIE;NANTERRE;5
COURBEVOIE;MONTREUIL;20
COURBEVOIE;AULNAY-SOUS-BOIS;29
COURBEVOIE;SAINT-DENIS;12
COURBEVOIE;NOISY-LE-GRAND;35
COURBEVOIE;AUBERVILLIERS;14
COURBEVOIE;PANTIN;16
COURBEVOIE;BONDY;23
COURBEVOIE;EPINAY-SUR-SEINE;7
COURBEVOIE;DRANCY;22
COURBEVOIE;LE BLANC-MESNIL;22
COURBEVOIE;FONTENAY-SOUS-BOIS;25
COURBEVOIE;SAINT-MAUR-DES-FOSSES;28
COURBEVOIE;VILLEJUIF;14
COURBEVOIE;VITRY-SUR-SEINE;18
COURBEVOIE;CHAMPIGNY-SUR-MARNE;30
COURBEVOIE;IVRY-SUR-SEINE;15
COURBEVOIE;MAISONS-ALFORT;21
COURBEVOIE;CRETEIL;25
COURBEVOIE;CERGY;22
COURBEVOIE;ARGENTEUIL;3
COURBEVOIE;SARCELLES;16
COURBEVOIE;AJACCIO;57
COURBEVOIE;MAMOUDZOU;95
CLICHY;NANTERRE;11
CLICHY;MONTREUIL;15
CLICHY;AULNAY-SOUS-BOIS;24
CLICHY;SAINT-DENIS;6
CLICHY;NOISY-LE-GRAND;29
CLICHY;AUBERVILLIERS;9
CLICHY;PANTIN;11
CLICHY;BONDY;18
CLICHY;EPINAY-SUR-SEINE;3
CLICHY;DRANCY;16
CLICHY;LE BLANC-MESNIL;16
CLICHY;FONTENAY-SOUS-BOIS;20
CLICHY;SAINT-MAUR-DES-FOSSES;23
CLICHY;VILLEJUIF;10
CLICHY;VITRY-SUR-SEINE;14
CLICHY;CHAMPIGNY-SUR-MARNE;25
CLICHY;IVRY-SUR-SEINE;11
CLICHY;MAISONS-ALFORT;16
CLICHY;CRETEIL;20
CLICHY;CERGY;27
CLICHY;ARGENTEUIL;6
CLICHY;SARCELLES;12
CLICHY;AJACCIO;57
NANTERRE;MONTREUIL;26
NANTERRE;AULNAY-SOUS-BOIS;35
NANTERRE;SAINT-DENIS;17
NANTERRE;NOISY-LE-GRAND;40
NANTERRE;AUBERVILLIERS;20
NANTERRE;PANTIN;22
NANTERRE;BONDY;29
NANTERRE;EPINAY-SUR-SEINE;12
NANTERRE;DRANCY;27
NANTERRE;LE BLANC-MESNIL;27
NANTERRE;FONTENAY-SOUS-BOIS;31
NANTERRE;SAINT-MAUR-DES-FOSSES;34
NANTERRE;VILLEJUIF;19
NANTERRE;VITRY-SUR-SEINE;23
NANTERRE;CHAMPIGNY-SUR-MARNE;35
NANTERRE;IVRY-SUR-SEINE;21
NANTERRE;MAISONS-ALFORT;26
NANTERRE;CRETEIL;30
NANTERRE;CERGY;16
NANTERRE;ARGENTEUIL;6
NANTERRE;SARCELLES;21
NANTERRE;AJACCIO;58
NANTERRE;MAMOUDZOU;89
MONTREUIL;AULNAY-SOUS-BOIS;11
MONTREUIL;SAINT-DENIS;9
MONTREUIL;NOISY-LE-GRAND;14
MONTREUIL;AUBERVILLIERS;6
MONTREUIL;PANTIN;4
MONTREUIL;BONDY;4
MONTREUIL;EPINAY-SUR-SEINE;15
MONTREUIL;DRANCY;5
MONTREUIL;LE BLANC-MESNIL;5
MONTREUIL;FONTENAY-SOUS-BOIS;5
MONTREUIL;SAINT-MAUR-DES-FOSSES;9
MONTREUIL;VILLEJUIF;9
MONTREUIL;VITRY-SUR-SEINE;7
MONTREUIL;CHAMPIGNY-SUR-MARNE;10
MONTREUIL;IVRY-SUR-SEINE;6
MONTREUIL;MAISONS-ALFORT;5
MONTREUIL;CRETEIL;8
MONTREUIL;CERGY;42
MONTREUIL;ARGENTEUIL;21
MONTREUIL;SARCELLES;12
MONTREUIL;AJACCIO;55
AULNAY-SOUS-BOIS;SAINT-DENIS;17
AULNAY-SOUS-BOIS;NOISY-LE-GRAND;10
AULNAY-SOUS-BOIS;AUBERVILLIERS;15
AULNAY-SOUS-BOIS;PANTIN;13
AULNAY-SOUS-BOIS;BONDY;7
AULNAY-SOUS-BOIS;EPINAY-SUR-SEINE;23
AULNAY-SOUS-BOIS;DRANCY;7
AULNAY-SOUS-BOIS;LE BLANC-MESNIL;7
AULNAY-SOUS-BOIS;FONTENAY-SOUS-BOIS;9
AULNAY-SOUS-BOIS;SAINT-MAUR-DES-FOSSES;13
AULNAY-SOUS-BOIS;VILLEJUIF;20
AULNAY-SOUS-BOIS;VITRY-SUR-SEINE;19
AULNAY-SOUS-BOIS;CHAMPIGNY-SUR-MARNE;12
AULNAY-SOUS-BOIS;IVRY-SUR-SEINE;18
AULNAY-SOUS-BOIS;MAISONS-ALFORT;16
AULNAY-SOUS-BOIS;CRETEIL;15
AULNAY-SOUS-BOIS;CERGY;50
AULNAY-SOUS-BOIS;ARGENTEUIL;29
AULNAY-SOUS-BOIS;SARCELLES;15
AULNAY-SOUS-BOIS;AJACCIO;65
SAINT-DENIS;NOISY-LE-GRAND;24
SAINT-DENIS;AUBERVILLIERS;3
SAINT-DENIS;PANTIN;5
SAINT-DENIS;BONDY;12
SAINT-DENIS;EPINAY-SUR-SEINE;5
SAINT-DENIS;DRANCY;10
SAINT-DENIS;LE BLANC-MESNIL;10
SAINT-DENIS;FONTENAY-SOUS-BOIS;15
SAINT-DENIS;SAINT-MAUR-DES-FOSSES;19
SAINT-DENIS;VILLEJUIF;10
SAINT-DENIS;VITRY-SUR-SEINE;12
SAINT-DENIS;CHAMPIGNY-SUR-MARNE;20
SAINT-DENIS;IVRY-SUR-SEINE;9
SAINT-DENIS;MAISONS-ALFORT;13
SAINT-DENIS;CRETEIL;17
SAINT-DENIS;CERGY;33
SAINT-DENIS;ARGENTEUIL;12
SAINT-DENIS;SARCELLES;5
SAINT-DENIS;AJACCIO;59
NOISY-LE-GRAND;AUBERVILLIERS;21
NOISY-LE-GRAND;PANTIN;19
NOISY-LE-GRAND;BONDY;11
NOISY-LE-GRAND;EPINAY-SUR-SEINE;29
NOISY-LE-GRAND;DRANCY;14
NOISY-LE-GRAND;LE BLANC-MESNIL;14
NOISY-LE-GRAND;FONTENAY-SOUS-BOIS;9
NOISY-LE-GRAND;SAINT-MAUR-DES-FOSSES;8
NOISY-LE-GRAND;VILLEJUIF;22
NOISY-LE-GRAND;VITRY-SUR-SEINE;19
NOISY-LE-GRAND;CHAMPIGNY-SUR-MARNE;6
NOISY-LE-GRAND;IVRY-SUR-SEINE;20
NOISY-LE-GRAND;MAISONS-ALFORT;15
NOISY-LE-GRAND;CRETEIL;12
NOISY-LE-GRAND;CERGY;57
NOISY-LE-GRAND;ARGENTEUIL;36
NOISY-LE-GRAND;SARCELLES;24
NOISY-LE-GRAND;AJACCIO;58
AUBERVILLIERS;PANTIN;2
AUBERVILLIERS;BONDY;9
AUBERVILLIERS;EPINAY-SUR-SEINE;8
AUBERVILLIERS;DRANCY;7
AUBERVILLIERS;LE BLANC-MESNIL;7
AUBERVILLIERS;FONTENAY-SOUS-BOIS;12
AUBERVILLIERS;SAINT-MAUR-DES-FOSSES;16
AUBERVILLIERS;VILLEJUIF;9
AUBERVILLIERS;VITRY-SUR-SEINE;10
AUBERVILLIERS;CHAMPIGNY-SUR-MARNE;17
AUBERVILLIERS;IVRY-SUR-SEINE;8
AUBERVILLIERS;MAISONS-ALFORT;11
AUBERVILLIERS;CRETEIL;14
AUBERVILLIERS;CERGY;36
AUBERVILLIERS;ARGENTEUIL;15
AUBERVILLIERS;SARCELLES;6
AUBERVILLIERS;AJACCIO;58
PANTIN;BONDY;7
PANTIN;EPINAY-SUR-SEINE;10
PANTIN;DRANCY;6
PANTIN;LE BLANC-MESNIL;6
PANTIN;FONTENAY-SOUS-BOIS;10
PANTIN;SAINT-MAUR-DES-FOSSES;14
PANTIN;VILLEJUIF;8
PANTIN;VITRY-SUR-SEINE;9
PANTIN;CHAMPIGNY-SUR-MARNE;14
PANTIN;IVRY-SUR-SEINE;7
PANTIN;MAISONS-ALFORT;9
PANTIN;CRETEIL;12
PANTIN;CERGY;38
PANTIN;ARGENTEUIL;17
PANTIN;SARCELLES;8
PANTIN;AJACCIO;57
BONDY;EPINAY-SUR-SEINE;18
BONDY;DRANCY;3
BONDY;LE BLANC-MESNIL;3
BONDY;FONTENAY-SOUS-BOIS;4
BONDY;SAINT-MAUR-DES-FOSSES;9
BONDY;VILLEJUIF;13
BONDY;VITRY-SUR-SEINE;12
BONDY;CHAMPIGNY-SUR-MARNE;9
BONDY;IVRY-SUR-SEINE;11
BONDY;MAISONS-ALFORT;9
BONDY;CRETEIL;10
BONDY;CERGY;45
BONDY;ARGENTEUIL;24
BONDY;SARCELLES;12
BONDY;AJACCIO;59
EPINAY-SUR-SEINE;DRANCY;15
EPINAY-SUR-SEINE;LE BLANC-MESNIL;15
EPINAY-SUR-SEINE;FONTENAY-SOUS-BOIS;21
EPINAY-SUR-SEINE;SAINT-MAUR-DES-FOSSES;24
EPINAY-SUR-SEINE;VILLEJUIF;13
EPINAY-SUR-SEINE;VITRY-SUR-SEINE;16
EPINAY-SUR-SEINE;CHAMPIGNY-SUR-MARNE;25
EPINAY-SUR-SEINE;IVRY-SUR-SEINE;13
EPINAY-SUR-SEINE;MAISONS-ALFORT;18
EPINAY-SUR-SEINE;CRETEIL;22
EPINAY-SUR-SEINE;CERGY;27
EPINAY-SUR-SEINE;ARGENTEUIL;6
EPINAY-SUR-SEINE;SARCELLES;9
EPINAY-SUR-SEINE;AJACCIO;60
DRANCY;LE BLANC-MESNIL;0
DRANCY;FONTENAY-SOUS-BOIS;8
DRANCY;SAINT-MAUR-DES-FOSSES;12
DRANCY;VILLEJUIF;14
DRANCY;VITRY-SUR-SEINE;13
DRANCY;CHAMPIGNY-SUR-MARNE;12
DRANCY;IVRY-SUR-SEINE;12
DRANCY;MAISONS-ALFORT;11
DRANCY;CRETEIL;13
DRANCY;CERGY;43
DRANCY;ARGENTEUIL;22
DRANCY;SARCELLES;9
DRANCY;AJACCIO;61
LE BLANC-MESNIL;FONTENAY-SOUS-BOIS;8
LE BLANC-MESNIL;SAINT-MAUR-DES-FOSSES;12
LE BLANC-MESNIL;VILLEJUIF;14
LE BLANC-MESNIL;VITRY-SUR-SEINE;13
LE BLANC-MESNIL;CHAMPIGNY-SUR-MARNE;12
LE BLANC-MESNIL;IVRY-SUR-SEINE;12
LE BLANC-MESNIL;MAISONS-ALFORT;11
LE BLANC-MESNIL;CRETEIL;13
LE BLANC-MESNIL;CERGY;43
LE BLANC-MESNIL;ARGENTEUIL;22
LE BLANC-MESNIL;SARCELLES;9
LE BLANC-MESNIL;AJACCIO;61
FONTENAY-SOUS-BOIS;SAINT-MAUR-DES-FOSSES;4
FONTENAY-SOUS-BOIS;VILLEJUIF;13
FONTENAY-SOUS-BOIS;VITRY-SUR-SEINE;10
FONTENAY-SOUS-BOIS;CHAMPIGNY-SUR-MARNE;4
FONTENAY-SOUS-BOIS;IVRY-SUR-SEINE;11
FONTENAY-SOUS-BOIS;MAISONS-ALFORT;7
FONTENAY-SOUS-BOIS;CRETEIL;6
FONTENAY-SOUS-BOIS;CERGY;48
FONTENAY-SOUS-BOIS;ARGENTEUIL;27
FONTENAY-SOUS-BOIS;SARCELLES;16
FONTENAY-SOUS-BOIS;AJACCIO;55
SAINT-MAUR-DES-FOSSES;VILLEJUIF;14
SAINT-MAUR-DES-FOSSES;VITRY-SUR-SEINE;11
SAINT-MAUR-DES-FOSSES;CHAMPIGNY-SUR-MARNE;2
SAINT-MAUR-DES-FOSSES;IVRY-SUR-SEINE;13
SAINT-MAUR-DES-FOSSES;MAISONS-ALFORT;7
SAINT-MAUR-DES-FOSSES;CRETEIL;3
SAINT-MAUR-DES-FOSSES;CERGY;50
SAINT-MAUR-DES-FOSSES;ARGENTEUIL;30
SAINT-MAUR-DES-FOSSES;SARCELLES;21
SAINT-MAUR-DES-FOSSES;AJACCIO;51
VILLEJUIF;VITRY-SUR-SEINE;3
VILLEJUIF;CHAMPIGNY-SUR-MARNE;16
VILLEJUIF;IVRY-SUR-SEINE;2
VILLEJUIF;MAISONS-ALFORT;7
VILLEJUIF;CRETEIL;11
VILLEJUIF;CERGY;36
VILLEJUIF;ARGENTEUIL;17
VILLEJUIF;SARCELLES;16
VILLEJUIF;AJACCIO;49
VITRY-SUR-SEINE;CHAMPIGNY-SUR-MARNE;13
VITRY-SUR-SEINE;IVRY-SUR-SEINE;3
VITRY-SUR-SEINE;MAISONS-ALFORT;3
VITRY-SUR-SEINE;CRETEIL;7
VITRY-SUR-SEINE;CERGY;40
VITRY-SUR-SEINE;ARGENTEUIL;20
VITRY-SUR-SEINE;SARCELLES;17
VITRY-SUR-SEINE;AJACCIO;48
CHAMPIGNY-SUR-MARNE;IVRY-SUR-SEINE;14
CHAMPIGNY-SUR-MARNE;MAISONS-ALFORT;9
CHAMPIGNY-SUR-MARNE;CRETEIL;6
CHAMPIGNY-SUR-MARNE;CERGY;52
CHAMPIGNY-SUR-MARNE;ARGENTEUIL;31
CHAMPIGNY-SUR-MARNE;SARCELLES;21
CHAMPIGNY-SUR-MARNE;AJACCIO;53
IVRY-SUR-SEINE;MAISONS-ALFORT;5
IVRY-SUR-SEINE;CRETEIL;9
IVRY-SUR-SEINE;CERGY;37
IVRY-SUR-SEINE;ARGENTEUIL;17
IVRY-SUR-SEINE;SARCELLES;14
IVRY-SUR-SEINE;AJACCIO;50
MAISONS-ALFORT;CRETEIL;3
MAISONS-ALFORT;CERGY;43
MAISONS-ALFORT;ARGENTEUIL;23
MAISONS-ALFORT;SARCELLES;17
MAISONS-ALFORT;AJACCIO;50
CRETEIL;CERGY;47
CRETEIL;ARGENTEUIL;27
CRETEIL;SARCELLES;20
CRETEIL;AJACCIO;49
CERGY;ARGENTEUIL;20
CERGY;SARCELLES;35
CERGY;AJACCIO;69
CERGY;MAMOUDZOU;79
ARGENTEUIL;SARCELLES;15
ARGENTEUIL;AJACCIO;61
ARGENTEUIL;MAMOUDZOU;96
SARCELLES;AJACCIO;65
AJACCIO;MAMOUDZOU;93
ABYMES;CAYENNE;85
FORT-DE-FRANCE;SAINT-DENIS;74
FORT-DE-FRANCE;MAMOUDZOU;51
CAYENNE;SAINT-ANDRE;72
CAYENNE;SAINT-PAUL;82
SAINT-ANDRE;SAINT-PAUL;22
SAINT-ANDRE;TAMPON;36
SAINT-LOUIS;SAINT-PIERRE;73
SAINT-PAUL;TAMPON;35
